content,tweet_id,polarity
"@pedroj_ramirez Expectante x tu carta,en lo d Urdanga falta el primo y discrepante dl supuesto ""explendor""d la Liga - competida y + desigual",145474339481980929,P
Cabalgamos JUNTOS. Morimos JUNTOS. Madridistas para SIEMPRE.. http://t.co/2yQL2jcH ¡¡Jugad con nosotros!! ¡¡¡¡¡¡¡HALA MADRID!!!!!!!,145479172406521858,P
Apuesto por una victoria blanca y a poder ser contundente.,145538761835552768,P
"Para los que alucinais con que soy del Barca. Si, soy del Barca. Pero no soy anti Madrid. Voy al Bernabeu a menudo y me gusta el buen futbol",145586947904122880,P
"Y este es el Cuera que -interrumpiendo el debate- me espera ahora. Va por vosotros,vecinos http://t.co/Tv9JXhgq",145823481433559040,P
"Quinielas presidencia del Congreso. En cabeza, Pastor y Fernández Díaz seguidos de Aparicio y Gallardón",145839767085518849,P
"Quinielas presidencia del Senado: Pío en cabeza con diferencia. Muy lejos Romay Beccaria, actual tesorero del PP",145839935822372864,P
Me encuentro con gente rarísima por aquí por New York... http://t.co/NcyzQ88g,145881283812270080,N
Adios a los lujos de Barreda http://t.co/AJv6pQZj vía @eldigitalcastillalamancha,145976015716491264,P
Esta es la primera felicitacion de Navidad que recibo este año. Estoy sorprendido. Q ilusion! @rttaxi @RdscubreNavidad http://t.co/jA4U69bZ,145991917350555649,P
Portada La Vanguardia http://t.co/J7zDei1H ...,146123397972238337,NONE
Os veo muy animados! ;-) @pebarrero: @noeliamtnez @susigus @Manlio @anabataflauta @aniriagar @Cepeda @edugranizo @emisnchz @miguel__mendoza,146129941455577088,P
Cospedal a la JDN: recuerda a l@s compañer@s q hoy ya no están aquí http://t.co/NGEBKFbZ,146175660145119232,N
Ojo a esto!!!!! http://t.co/ZEhnk2KV,146199119864664064,NEU
"A las 3 en @A3noticias, el PSOE inicia su labor de oposición exigiendo a Rajoy que empiece ya a decir lo que va a hacer",146223774541414400,NONE
"@SerranoAlfonso Mal pensados ;)  cuando digo que se la han colado a alguno, me refiero a todo lo publicado sobre posibles ;). Grande Rajoy.",146250349198573569,P
Intervención en la Junta Directiva Nacional http://t.co/CrO3NwYf,146254425328058368,P
¿Morirán las agencias con Internet? ¿Qué papel juegan las agencias en la era de las redes sociales? http://t.co/qB0n1Alj #periodismo,146363699249156096,N
"En quince minutos entrevista en Tele5, en el día de constitución de las Cortes del bipartidismo declinante.",146490820906856448,NONE
Vicepresidentes #Senado: Juan José Lucas (PP) con 166 votos y Yolanda Vicente González (PSOE) con 86,146537758821847041,NONE
Gran dato de #losdesayunosdetve durante todo el puente con @anitiak y también ayer lunes....gracias por vuestro seguimiento!!,146553566272831488,P
"Un amigo @LosadaPescador acaba de reconocer q paga tarifa social del la luz, Xq alquila a una pobre pensionista.!! Lo q hay q oír!",146616352579399680,N
"Aunque se cayera, igual volvería para el especial navideño de TCMS...  http://t.co/JvsKAVbT",146627689233657856,P
Wolfang Schaubel Ministro de Finanzas de Alemania Premio Carlomagno.Enhorabuena Wolfang.Bien merecido!,146647770571350016,P
EL DIGITAL obtiene el Premio del Ano al Medio d  de CastillaLa Mancha @eldigitalcastillalamancha felicidades os lo merecéis x 10,146655774649753600,P
Como me gusta verte x aqui RT @JavierBoxo: Rosso...la nueva alternativa de ocio en pleno soho malagueño!!!,146685090758529024,P
"¿Alguien puede decirme si lo de los preservativos Louis Vuitton es cierto? ¿Y que valen 68 dólares? Será para los que mean colonia, claro.",146710185329688579,N
"Fernández Marugán, excluido de las listas del PSOE, premio al parlamentario más activo. Ovación. #premiosAPP",146718024257388546,P
Ministro Turco Exteriores en Alemania http://t.co/St0TimR8,146720698046496768,NONE
#Malaga superará este año las 50.00 unidades donadas  http://t.co/9UBEBz3e,146899966487560192,P
"'Time' elige al ""indignado"" para su portada como Personaje del Año 2011. http://t.co/HVOScFUM (vía @CarmelaRios)",146954723793174528,P
Pues parece que empieza el morbazo: Neymar lleva al Santos a esperar al Barcelona http://t.co/c1oH6ZbX,146969496131870722,P
"je,je“@diegocentrismo: @Buenafuente Por las noches veo ""Dragon Ball"" y ""Vaca y Pollo"" en Boing... Por favor, vuelve.”",146977441850732544,P
Os dejo una foto de la inauguración de la Terminal Intermodal de Monzón http://t.co/4WG2G6gG,146979059073679360,NONE
La otra cara de la moneda. El Príncipe subraya que su fundación actúa de forma 'honesta y transparente' http://t.co/dl41y2Fh,147062460552200192,P
EM publicará mañana una importante nueva revelación sobre el caso Urdangarin. Dentro de una hora podréis leerla en Orbyt.,147066737383321601,P
Buenos días a todos!,147215382707576832,P
"El problema real son los restos de los republicanos asesinados, trasladados a la fuerza a Cuelgamuros. Para ellos identificación y homenaje.",147221376565129217,NEU
En media hora entro en directo en Canal 9 de Valencia.,147224175780700160,NONE
Salgo feliz de esRadio. Estupenda tertulia. Da gusto que alguien tan inteligente como Federico haya entendido tan bien #ElPrimerNaufragio,147243142129782785,P
"Errekondo, diputado de Amaiur, al rey: ""Agradecido de estar aquí con usted"". Y dice que se han preguntado por sus respectivas familias...",147289776419115009,P
http://t.co/mWg5UYOh x si aun hay dudas de q upyd dijo lo contrario a lo q ha hecho,147335217806446592,N
"El Rey ha recibido muy afable al portavoz del PNV, a Rosa Díez y hasta al republicano confeso Cayo Lara. Con Errekondo de Amaiur gesto serio",147342944108675073,P
"En @laventana, con Gemma Nierga y Maria Claver.",147346831892946945,NONE
Con el año nuevo habrá nuevo Presupuesto de PP+IU. Y con él nuevas responsabilidades para unos y otros.,147361911904813057,P
“@alfonsomerlos: Debut hoy en @DHAM_13tv d la corresponsal política d @Semanaldigital @anai_martin con @alfonsomerlos No me lo pierdo!!!,147371849024675840,NONE
RT @antoniosanz: Griñán falta el respeto e insulta a la juez del caso ERE al decir que está siendo manipulada http://t.co/iogEgl2D vía @ ...,147424627457654785,N
"Rubalcaba dice q ha consensuado con zp la posición del psoe sobre amaiur y q le ha informado del contenido ""ambiguo"" del informe",147431496087650304,P
"Barrero, Psoe, ""hemos pedido un informe jurídico sólido que nos llevase a una decidión unánime"" #Congreso",147437048154959873,P
Ya no atino con las teclas.Buenas noches.,147447039003860992,N
"RT @PrensaCs: @Albert_Rivera: ""El jefe debe ser el ciudadano y el político, un servidor"" http://t.co/i7nUVfJF (vía @diariolaopinion)",147626321969819648,P
"Rosa Diez o ""estos son mis principios si no te gustan no hay problema, los cambio""",147744901176623104,N
Quien quiere un Blackberry torch de AT&T con mi autografo y fotos? Vayan a http://t.co/kADjoubP #spon &lt;3 http://t.co/mI5EsJB8,147824354422571009,P
Fotos de la nueva cárcel de Alava donde se han trasladado a los etarras. 3  http://t.co/KuVD2DBX,147968872102887424,NONE
RT @madrid2noticias: PSOE tacha de insustancial el Plan de Calidad del Aire de Madrid http://t.co/5zcWMqh5,147990275732676608,N
"Qué mala noticia, Juan Antonio “@GINER: @pedroj_ramirez Cierra la última libreria independiente en Brooklyn”",148011951505674240,N
Sobre la kale borroka catalana... RT @Juan_Abreu_ El manicomio nacionalista. http://t.co/XTOCIFng,148015544900128768,N
Nueva vuelta de tuerca al duquecito. La Casa del Rey obligó a Urdangarin a salir de Nóos porque se lucraba http://t.co/9Nk7j4bs,148034494459424770,N
Cabeças Caida? Por que? RT @JACI_MEVIDASAZ: @AlejandroSanz estamos otimas conhece #asSanzerasCabeçasCaida somos nós por ti,148103776312635393,P
Arenas tiene un liderazgo querido y construido pueblo a pueblo frente al candidato socialista prefabricado por el dedazo y la moqueta,148131772679467008,P
"Portada de 'Público', domingo. La casa real conocía desde 2006 los negocios ""inadecuados"" de Urdangarin.",148175500915904513,N
Un placer este ratito con vosotros. Hasta mañana.Buenas noches.,148176411792916480,P
"Ya somos más de 17.000 amigos, muchísimas gracias a todos y feliz domingo :-D",148340303311536128,P
"Pensábamos que la Casa Real había mirado hacia otro lado, ahora sabemos que puso paños calientes al escándalo Urdangarín.",148387654621339648,N
Victory is ours!! La victoria es nuestra!!! Shak http://t.co/FaetWXCc,148402356755767296,P
"Y también nos deja la grande: Cesaria Evora. ""Miss Perfumado"" http://t.co/xLoXFAUr",148439163488841728,P
"“@gemacastilla: Hoy es el día nacional de la #EsclerosisMúltiple, mi apoyo para los pacientes y familiares que la sufren. Mucho ánimo!” +1",148508413993828352,P
“@jmollinedo: NO SE PREOCUPEN TANTO POR SER FELICES | Foreign Policy en español: http://t.co/17LmZwFo vía @AddThis”,148511012797169664,P
Las tres noticias de Cospedal  y lo de EL DIGITAL http://t.co/sSKM0BRd vía @eldigitalcastillalamancha,148550991116107779,NONE
http://t.co/KqsW72te hoy en @LARAZON_es ... mucho q aprender sobre la vida y obra de Vaclav #Havel ...igualito que nuestros políticos!!,148697806524260353,P
"Va directamente al grano de la creación de empleo para ""detener la sangría del paro"". ""Cuando se crea empleo crece la libertad"". Bien.",148721862120194048,P
Rajoy dice que luchará para reducir el paro pero no cómo. Ya está con su segunda tarea sin detallar la primera. #investidura,148722058388443137,NEU
"Rajoy medidas urgentes: ""redimensionamiento del sector público y personal a su servicio"" #investidura",148729442368364544,P
"Rajoy dice q ""racionalizará"" el calendario laboral. Se acabaron los puentes #investidura",148731785575018497,NEU
#Rajoy Apoyo a la internacionalización tb de pequeñas y medianas empresas. Menos burocracia y política única (no sé q dirán CC AA),148735552584290304,P
Pensiones. Garantizar sostenibilidad. Combatir prejubilaciones encubiertas. Incentivar prolongación voluntaria de la vida laboral.,148737554580119552,P
"Sabemos bien que nadie piensa regalarnos nada, que nadie hará lo que no seamos capaces de hacer por nosotros mismos. #investidura",148740164422873088,N
#Rajoy Resumen Recortaré 16.500 mill (en UE pedían 30.000) pero no cuento cómo. Y como nada funciona reformaré todo pero no digo quién paga,148742311046680576,N
"#Rajoy. Si ha dejado recortes concretos para réplica a Rubalcaba o a otros, es un error. Les va a a dar más cancha",148745416027025410,N
"La pregunta es si hay fondos públicos para los que han especulado. Yo creo que no debe haberlos y nos vamos a oponer,dice RbCb #investidura",148785736672493570,N
Psoe dice se oponen a fondos publicos para bancos.Pues en el gobierno tenian la mano floja para soltar miles d millones d euros #investidura,148786773982576640,N
"No se recuerda un debate de investidura en el que el líder de la oposición haya ofrecido tantas posibilidades de ""acuerdo"". #investidura",148790176481677315,P
Rubalcaba propone pactos a diestro y siniestro...,148790803978915840,P
"Rajoy admite que no va a cambiar la ley que lleva la edad de jubilación a los 67. Hace solo unos meses, el PP votó en contra de esa ley.",148802377615548416,N
"Oídos Rajoy y Duran, yo de la Generalitat no me haría muchas ilusiones: mucho diálogo con CiU pero contrapartidas, las justas. #investidura",148825090258247680,N
Aquí estoy con @lopolito @labalonso listos y aquí vamos... (@AlejandroSanz live on http://t.co/5u2PZfZx),148914788037177345,NONE
"En la UE mucho palo del ajuste y poca zanahoria de la recuperación, y luego sanciones por los efectos del ajuste en el desempleo. Sadismo!",149040958594486272,N
Erkoreka ha dedicado medo turno a abogar por los presos de ETA y el otro medio a poner la venda antes que la herida de la recentralización.,149046198177759232,N
A ratos no ha quitado ojo... A ratos lo ha ignorado. “@JavierGiner: @sonsolesonega: @carlosecue dice lo contrario”,149063284404912128,NEU
"Las notas de Antigüedad en la tribuna: folios escritos a mano en rojo y azul, con tachones. #investidura",149082037649805312,NONE
Empiezo a seguir a  @triodoses Tras el dialogo con Joan Antoni Melé sobre banca ética #endiascomohoy,149092147637923840,P
"Enhorabuena a @MarianoRajoy, sexto presidente de la democracia en España #investidura :-)",149107028651032576,P
"Carme Chacón firma un manifiesto que plantea un ""cambio de rumbo"" en el PSOE y un debate abierto tras la derrota. http://t.co/u0MYF9Xe",149178073026273280,P
#Rajoy jurará su cargo ante el Rey mañana a las 11.00 en el palacio de la Zarzuela.,149197894984024064,P
"@mjguemes porque no nos vamos de ocupa, es nuestra oportunidad",149269047266119680,P
Curiosidad del insomne: ¿Cuántos 'ministrables' del PP dormirán hoy regular tirando a mal?,149279151826796546,N
"A las 11:00, presentamos las propuestas que llevaremos al #PlenoMadrid de mañana",149410428332670976,P
Esperando en Zarzuela a que llegue Rajoy,149419609408278529,NONE
"A las 3 en @A3noticias, empieza el debate precongresual en el PSOE. Arranca la carrera por el liderazgo, sin unidad interna",149485055729860610,P
@PilarGGranja @godivaciones El hermetismo es absoluto! :-),149552818502639617,P
Gallardón será el segundo del gobierno después de Rajoy .....en jurar su cargo ante el Rey.,149559885544177664,NONE
#GobiernoRajoy Cañete es además ministro de Medio Ambiente teniendo acciones en varias petroleras. Paradojas,149606967189585920,N
"Que independentistas catalanes hablen en nombre de y tergiversen a Salvador Dalí... ya es llamarnos idiotas a todos. Dalí era españolista.""",149643457546301440,N
Cristobal Montoro en 2002: “Es bueno que las familias se endeuden en vivienda http://t.co/EjIPCdFj via @radiocablecom,149673548728893440,NEU
"RT @ifilosofia: Mientras alguien te descuida, siempre hay alguien que hace lo imposible por tenerte en su vida.",149748064658268160,NEU
Comienza el sorteo de la lotería de Navidad. Mucha suerte a los que lleven. A mi imposible. Este año no llevo ni una participación,149762343922962432,NEU
Buenos días. Ya tenemos ministros. Ya estoy más tranquilo.,149779117162762240,P
"Todos han jurado.soraya se ha equivocado,De Guindos ha puesto la mano sobre el papel y Morenes,taconazo muy militar.",149797672902082560,NEU
Una fiel vicepresidenta y otros doce elegidos. SUR.es http://t.co/u2kdoXVI vía @diario_sur,149798006005301248,P
Las empresas malagueñas buscan mercados fuera http://t.co/FyYFcxV5,149800087533531136,P
Enhorabuena ;-))) RT @PepaPacheco1: @Rovillegasb Y en Jerez. Ole!!!!!! @mariviromero,149811398870958080,P
"Ayllón, del equipo de Sáenz de Santamaría, apunta como secretario de Estado de Relaciones con las Cortes. El dice q no sabe nada",149819302801977344,P
Esta tarde a las 16:00h tenemos Pleno ordinario en la #AsambleaMadrid. Este es el orden del día: http://t.co/4BY62XCU,149858007197552640,NONE
"Construir resistencia esperando 8 años x si Rajoy pincha, seria un error. Hay q buscar ganar con equipos alternativas y conexiones sociales.",150119713232527360,P
http://t.co/rYKj7HOz. Con la catedral de Sevilla de fondo.,150189898501066752,NONE
"Paz, Amor y Esperanza. Mujeres y hombres y Telemadrid.",150214903922294784,NONE
Más vale renunciar a ingresos que cumplir la ley rotulando en ls 2 lenguas oficiales...Lo primero es lo primero...http://ow.ly/1Cxj96,150224093743038464,NEU
Autopista de Peaje. Un clásico en Catalunya. Yo pondría más. A por el récord Guinness!!!! http://t.co/zalAugXx,150235324952494080,P
"@sanchez_sonia @informativost5 @La_SER ¡Horror, la competencia se refuerza! Buen trabajo siempre, Sonia.",150274269023182848,P
Bdías. Feliz Nochebuena. Espero que el Rey hable en su mensaje de la falta de ejemplaridad de su yerno. ¿Qué os gustaría que dijera?,150474541850820608,P
"Acabo de terminar una carrera de 9,41 km con un ritmo de 4'54""/km y un tiempo de 46:08 a 2 grados bajo cero... Haciendo hueco para el capón!",150502789305479168,P
"FEIZ. NAVIDAD. Doy gracias por la familia que tengo, por los amigos y por vosotr@s mi gente. ;)",150505730871533568,P
Con el portero http://t.co/mqyRp8Vp,150556468641398785,NONE
"Felices fiestas, Patio. A todos. Especialmente a los descreídos. Y que lo que venga nos haga mejores. Hasta pronto!! ",150578287763144704,P
¡Feliz Navidad a todos! y que vuestros deseos se conviertan en realidad este próximo año 2012,150619891769163776,P
Feliz Navidad !!! Buenos días a todos! Así amanece Madrid: http://t.co/g8XbW1RE,150818098071613440,P
"Buenas noches familia! Os deseo siempre lo mejor,y siempre daré gracias por  el regalo que es teneros a vosotros a mi lado!!! Os quiero!!!",151078004792111106,P
La CEOE critica la rigidez de nuestro mercado de trabajo. Casi una treintena de tipos de contratos es rígido. Querrían dos: Esclavo o siervo,151253016824119296,N
"Según el ministro de Educación y Cultura, ""España lidera el ránking de descargas ilegales"". No es verdad http://t.co/a2zXuX4s",151293372068413441,N
Entre los méritos de De Guindos está gestionar la salida a bolsa de la CAM (desde Lehman Brothers) ¡2 quiebras en 1! http://t.co/Q5DPL4LC,151296313957425152,N
"España encendida, la imagen del día de la NASA http://t.co/s5fjH3hB",151357418167734272,P
@LosadaPescador hasta q se vuelva a encartar. Al tiempo... :P,151426759701696512,NONE
Alguien conoce esto? http://t.co/JCJxHg6L,151431335314079744,NONE
El Ejército sirio intensifica la represión en Homs coincidiendo con la llegada de los observadores  http://t.co/fcVMoVRM vía @el_pais,151444822442524673,N
Hoy toca pleno de las Cortes Generales de apertura de la legislatura. Gobierno del ajuste y el recorte frente a la salida justa de la crisis,151535055976673280,NEU
Rosa Diez besa efusivamente en el Congreso al ministro de Exteriores. Ella y Garcia Margallo coincidieron como eurodiputados en Bruselas,151616040147746816,P
La bancada socialista. El Presidente Rajoy y algunos de los ministros todavía están fuera recibiendo al Rey.  http://t.co/VSFK9SYo,151620683980488704,NONE
"Ya hemos salido de la recepción.Un día bien intenso,y la oportunidad de saludar a mucha gente.Entre ellos al Rey,la Reina y a los Príncipes.",151651341557694465,P
Felicidades a los compañeros de Público. Han sido los primeros (hoy en portada) en contar que Rubalcaba anunciaría candidatura este jueves,151736116251344896,P
Fátima Báñez dice que los «minijobs» no tienen encaje http://t.co/RfSNKovH,151759161477169152,N
Eso. Tu encima cuentalo para que lo vea toda EspaÑa... Jajaja. Que disgustoooo RT @corazonsanz: (cont) http://t.co/Iz5ylSPG,151761963968499712,N
"Siento verguenza por estos policías ""valientes"" deteniendo al doctor Poveda, http://t.co/l08yr7UY",151982264023130113,N
Os los dedico todos.. Los que me van a meter. RT @crisalma_girona: @AlejandroSanz a ganaaaar! Dedicanos un gol! Besos! http://t.co/8poeJ1Vf,152017925396639744,P
Ayer me encontré en el partido Heat-Celtics a uno de los jugadores de fútbol más grandes de la historia.. Ruud... http://t.co/h3bAelLu,152049077520056320,P
"Espectacular casillas, ni enfermo elude sus compromisos con los desfavorecidos",152126471664705536,P
"Ab “@Steven_Olivenza: A mi me tienes abandonao otra vez. F fiestas, buen año 2012, y espero q las privisiones no se cumplan. Cumplecon Ext”",152134453576212480,P
+1 “@epicuro7:García-Margallo suprimirá los embajadores políticos http://t.co/wfxVpteZ La mitad dl trabajo s arreglar los entuertos del PSOE,152138654884691970,NEU
"La portada de @20m de hoy, que algunos ayer criticaban aquí sin haberla visto http://t.co/x6jcRHGe",152311807401410560,NONE
"esto dará lugar a muchos chistes: Los adultos con obesidad son más propensos a caerse, pero no suelen resultar heridos http://t.co/dxTPSoEh",152343233454809090,NEU
"A dos minutos de empezar el debate en @laventana, con María Claver.",152419878861680641,NONE
Salir de 2011 para meterse en 2012...,152488276303945728,NEU
";-))) gracias RT @JRSMMII: @mariviromero Desde todos los rincones de España, lucharemos con ello.Yo me pienso ofrecer de Interventor. ;)",152513713855926272,P
"Hasta que el Congreso rectifique, si yo fuera director de periódico, solo sacaría foto de los leones cuando hablara de un diputado.",152519992238276608,N
Ultima Junta de Gobierno del 2011 ;-)) (@ Ayuntamiento de Málaga w/ @jesusespino) [pic]: http://t.co/kdQhapA9,152659780895379456,NONE
abc.es: Renfe desconvoca la huelga prevista para mañana tras la intermediación de Pastor http://t.co/a0Q0m4al,152692753715834880,P
Los partidos políticos fuera de la ley y las ideologías radicales no tienen sitio en #sevillahoy,152742827686764544,P
Se amplia a 37 horas y media la semana laboral de los funcionarios. Tasa de reposición cero salvo inspección tributaria,152747805855850498,NEU
El periodista del WSJ pregunta qué estimación de crecimiento baraja el gobierno y qué impacto tendrá en esa estimación lo aprobado hoy,152758979615928320,P
"No hay todavía previsión crecimiento para 2012, según D Guindos. ""Convencido de q la rápida reacción del gobierno"" ayudará a recuperación",152759276996272128,P
¡Ahora que caigo! ¿Pero no se autonombró Rajoy vicepresidente económico? ¿Por qué no está en la rueda de prensa?,152759559868514304,NEU
"Los colegas deberían pedir q salga Rajoy a la rueda, dado que preside la Comisión Delegada de Asuntos Económicos que decidió estas medidas",152761790147735552,N
"Hoy gran recorte gasto público y subida d impuestos. En marzo con Presupuestos (tras elecc andaluzas, para no asustar) mucho más, me temo",152763872300904448,N
"Al subir IRPF, trabajador cobra menos, empresa paga lo mismo y Estado ingresa más. O sea: trabajador pierde, empresa empata y Estado gana",152799851321634816,N
;-)))) #FF!! V@ideas4all @ruthparticipa @CodyMartinn @onginformacion @rboug @cmgorriaran @IntermonOxfam @Entreculturas,152821770439766017,P
Las pensiones suben un 1% y se prorroga la ayuda de 400 euros para parados http://t.co/0kBcCzgK,152825665975095300,P
Amazon vende un millón de Kindle a la semana http://t.co/KHVimri1,152825916945477632,P
"#pongamosQue será un #FelizAñoNeox para @aftersharetv. Enhorabuena, equipo.",152826339639050240,P
Gracias “@nacho_uriarte: #FF2011 @magisiglesias @PabloAIglesias @mikelayestaran @anapastor_tve @csaavedrasexta”,152848187563048961,P
Mi mensaje de Fin de Año para todos http://t.co/ZfSn4e8u,152858985823870976,NONE
"Desde luego. Eso es tenerlo todo. “@PascualMM: @pedroj_ramirez Los que nos abonemos en papel, incluira acceso a Orbyt como este año?”",152886309864742912,P
Estoy en la redacción de EM viendo el planillo de mañana. Publicaremos el primer diario de la historia con un número impar de páginas.,153089789590122497,P
"@lazaroelmundo feliz año, amigo",153164269213597697,P
Feliz año a todos. No perdamos las ganas de nada y no permitamos nos las hagan perder.,153168112177520640,P
Que paséis una gran noche y que el 2012 sea un año especial pero sobretodo salud! Un fuerte abrazo! http://t.co/YDcppZPd,153192573173907457,P
